ID,strain,temperature,treatment,timepoint,replicate,growthrateA,initialConc,prop_dead,prop_live,initialConcB,finalConc,time(days),growthrateB,day
590CHR2,590,4,Control,5,2,0.237834144,331.3841481,,,,7296.296296,13,,90
590CHR3,590,4,Control,5,3,0.219312654,502.9241778,,,,8703.703704,13,,90
633CLR1,633,0.5,Control,5,1,0.316189371,465.8871259,,,,28407.40741,13,,90
633CLR2,633,0.5,Control,5,2,0.265994409,438.5966667,,,,13925.92593,13,,90
633CLR3,633,0.5,Control,5,3,0.299708885,442.4953037,,,,21777.77778,13,,90
633CHR1,633,4,Control,5,1,0.224237413,471.7350815,,,,8703.703704,13,,90
633CHR2,633,4,Control,5,2,0.245881575,612.0860148,,,,14962.96296,13,,90
633CHR3,633,4,Control,5,3,0.275356317,432.7487111,,,,15518.51852,13,,90
595CLR1,595,0.5,Control,5,1,0.283411348,183.2359407,,,,7296.296296,13,,90
595CLR2,595,0.5,Control,5,2,0.195514398,239.1164049,,,,3037.037037,13,,90
595CLR3,595,0.5,Control,5,3,0.242009577,232.6186765,,,,5407.407407,13,,90
595CHR1,595,4,Control,5,1,0.148630241,252.1118617,,,,1740.740741,13,,90
595CHR2,595,4,Control,5,2,0.181977058,257.3100444,,,,2740.740741,13,,90
595CHR3,595,4,Control,5,3,0.23256404,261.2086815,,,,5370.37037,13,,90
716CLR1,716,0.5,Control,5,1,0.056894805,967.8366444,,,,2027.777778,13,,90
716CLR2,716,0.5,Control,5,2,0.040572549,1081.871778,,,,1833.333333,13,,90
716CLR3,716,0.5,Control,5,3,0.055557006,978.0705667,,,,2013.888889,13,,90
716CHR1,716,4,Control,5,1,0.071435465,696.8813704,,,,1763.888889,13,,90
716CHR2,716,4,Control,5,2,0.103602702,1228.070667,,,,4722.222222,13,,90
716CHR3,716,4,Control,5,3,0.136851638,792.3979778,,,,4694.444444,13,,90
654CLR1,654,0.5,Control,5,1,0.281006919,374.2691556,,,,14444.44444,13,,90
654CLR2,654,0.5,Control,5,2,0.321974229,267.056637,,,,17555.55556,13,,90
654CLR3,654,0.5,Control,5,3,0.326489351,276.8032296,,,,19296.2963,13,,90
654CHR1,654,4,Control,5,1,0.309666087,339.1814222,,,,19000,13,,90
654CHR2,654,4,Control,5,2,0.298399336,313.8402815,,,,15185.18519,13,,90
654CHR3,654,4,Control,5,3,0.250782059,325.5361926,,,,8481.481481,13,,90
